Sample ID,Oxygen Concentration (O2 %),Carbon Dioxide Concentration (CO2 %),Nitrogen Concentration (N2 %),Humidity (%),Temperature (°C),Packaging Type,Storage Time (days)
2154,17.36294465,89.03304499,67.37181875,66.67251917,4.951119916,Plastic,363
2155,2.203323301,27.10782419,59.65419236,77.18668939,29.92147481,Paper,164
2156,5.113368957,82.29374828,29.51696347,50.04088025,11.76469966,Glass,145
2157,3.067214586,51.88055991,1.464622355,79.89271988,21.69600428,Glass,342
2158,7.371975502,46.23446751,7.857026744,66.90509799,17.17243134,Paper,1
2159,9.512335459,31.51196717,39.23030807,71.8195399,14.60005851,Metal,120
2160,15.75047044,58.1387618,15.48203768,47.66584668,20.94226106,Metal,67
2161,13.70898452,73.01592286,37.74427865,62.9183035,11.87261551,Plastic,355
2162,13.07740706,41.15219721,62.85544219,68.0422184,3.78329944,Glass,49
2163,7.464636384,62.95899738,54.76901905,65.34568055,14.66680149,Plastic,307
2164,17.68625386,69.96136082,23.19447073,84.91162269,15.65747612,Paper,327
2165,9.949901799,71.14106952,34.44786688,83.89635987,6.057064602,Plastic,287
2166,20.5632932,5.291413203,61.44171673,88.25904347,28.06858069,Metal,24
2167,13.35357069,85.98880579,86.0994173,70.04568036,6.824269399,Metal,211
2168,2.738933099,45.87950615,75.34602253,88.31484781,12.27682782,Paper,293
2169,14.23211105,26.31536656,55.38466268,79.94868,4.647890605,Metal,63
2170,6.894673923,24.2522743,36.29307053,46.24992842,16.07389939,Paper,56
2171,14.44423841,48.35310987,36.56862263,55.64614017,9.229128243,Glass,18
2172,1.555499997,88.69447079,87.9537893,44.30354653,14.6781756,Paper,362
2173,3.755022037,37.89692341,4.020433246,30.25182965,6.738507494,Paper,77
2174,17.98490871,74.9976021,98.79946618,41.28292519,1.613253838,Paper,260
2175,4.848052742,9.772191226,66.47110354,30.24363518,23.37679953,Metal,121
2176,17.59415952,47.65806454,68.14565614,73.19030768,19.23258852,Glass,184
2177,5.936870249,99.16944543,3.895983947,55.53205786,10.22218067,Plastic,48
2178,13.53623192,77.0667365,60.59237456,48.75448362,1.42482674,Glass,147
2179,14.60774699,21.131796,48.5293282,75.70325347,25.96725188,Metal,282
2180,10.81448434,50.19400322,10.6673128,79.94920648,5.093850148,Glass,364
2181,6.480993143,23.43911389,27.86440888,88.51797232,27.92226655,Glass,294
2182,4.544267466,41.01513663,89.04241418,68.52081508,14.35786136,Paper,80
2183,0.79365751,78.03039397,55.04384275,57.69173751,10.2116013,Paper,236
2184,6.452479786,77.14535905,41.40031586,48.3158581,22.25278431,Metal,229
2185,13.75110232,22.88722775,7.360947368,43.33909255,26.30518218,Paper,284
2186,19.71057071,92.23010948,71.44074059,42.77555703,11.12140691,Metal,61
2187,18.30817368,59.29756146,70.31479726,54.55136248,12.22031257,Plastic,220
2188,16.11075383,38.05443667,61.44295634,89.50718132,12.99474658,Glass,345
2189,16.57854947,50.24336452,51.07523836,30.05122185,27.66969184,Plastic,89
2190,13.99818448,60.54661822,43.43506178,41.83235383,20.77691975,Plastic,264
2191,5.539995323,56.03306413,59.36778219,41.30357894,7.429383511,Glass,228
2192,19.06037614,48.69186305,23.41620563,73.02716913,5.549990925,Paper,103
2193,14.11830532,50.54278713,94.13178051,51.14908366,6.911029903,Plastic,88
2194,11.81320919,17.72354985,58.92057347,57.43564828,7.906916676,Glass,23
2195,2.419679907,81.29201714,31.18812519,38.91744783,6.90550474,Plastic,293
2196,9.443460866,54.22185596,45.0230171,54.29982233,19.75519342,Plastic,267
2197,9.721487868,13.19487818,80.58791041,36.19198871,3.47800532,Glass,17
2198,18.16937944,76.63909445,16.24544447,61.98259727,11.62075469,Paper,285
2199,11.5249478,93.25115344,29.35427868,35.87630192,18.75160719,Metal,313
2200,8.050371473,94.73595923,67.98285147,77.43050287,8.725799218,Glass,162
2201,20.51512687,36.96487147,31.61737173,63.99610305,1.958231541,Metal,78
2202,2.414060401,13.63813567,79.27091802,73.43807243,2.454717685,Glass,122
2203,8.931262152,51.8881227,13.13230337,55.1109832,3.779003289,Glass,112
2204,0.978315711,11.34966201,76.29234843,52.88947759,25.07529075,Metal,239
2205,15.56399612,93.40534311,6.928336314,35.89253334,19.73590517,Metal,210
2206,19.28779994,18.43960477,1.358002005,61.43133642,1.935672333,Paper,349
2207,5.952780188,25.35130941,89.83252953,60.87012989,11.73206637,Glass,2
2208,18.03934105,40.72298904,58.17578777,58.08612267,8.357555185,Glass,203
2209,6.207361017,38.37813041,35.24750702,74.43110188,17.34120335,Glass,287
2210,19.13509638,79.48682295,23.33620423,79.950264,15.68417849,Paper,117
2211,15.85780379,45.68605037,61.72688975,75.0473805,14.4337207,Metal,300
2212,16.92255164,17.15974917,50.94931814,38.63194457,9.435371111,Glass,346
2213,0.476337012,26.79426856,99.16061778,67.32357056,4.133993161,Metal,114
2214,20.22273646,50.96042718,98.32327707,34.81938634,22.27129149,Paper,74
2215,15.28742373,14.83064635,63.53895416,71.67733725,26.39570307,Plastic,241
2216,6.469297894,61.204402,44.34276356,52.91034579,28.32452728,Metal,302
2217,17.4343485,56.61815592,49.16498282,37.94993738,1.758569118,Paper,54
2218,5.983793047,71.49876141,68.27965872,81.72305142,22.19726135,Plastic,159
2219,18.34055525,93.77669108,10.24729697,66.84050034,21.79510378,Glass,109
2220,2.45293016,91.23423065,32.90237217,51.28349808,28.41328842,Glass,280
2221,14.80703693,94.61295425,7.619696876,31.84363078,7.587437835,Metal,153
2222,11.40059816,24.54708814,7.428739876,62.23861554,22.26537115,Plastic,163
2223,2.117570427,13.24337413,19.66434027,85.39355271,1.638788663,Paper,57
2224,5.155581011,30.29744238,48.57680013,65.78278996,18.93737162,Glass,328
2225,0.359244358,89.51900876,78.49895468,88.29903628,10.52543472,Glass,325
2226,9.897250478,97.20814211,48.60103953,38.1870671,23.06728319,Plastic,214
2227,6.39644395,85.94656261,33.6141134,64.09830628,25.89912859,Paper,28
2228,12.60567142,11.09077034,8.327063735,77.88750288,10.94463127,Glass,204
2229,6.312270181,94.74805701,55.07452277,61.53244387,15.76758278,Glass,33
2230,6.36830943,42.39346693,27.19973179,35.46398136,3.522121871,Metal,309
2231,15.63273785,1.030098047,61.53192437,64.97316009,12.50720896,Paper,122
2232,1.106185272,44.2951347,97.72105514,66.70427435,10.8240118,Glass,16
2233,18.9705054,4.702310051,11.22030072,73.72255491,5.493703794,Plastic,154
2234,17.91231497,54.43340432,21.29132733,75.67269091,26.83435874,Glass,343
2235,14.05711788,33.92154734,47.36214436,76.24636129,4.442635141,Paper,218
2236,12.49833082,47.39614987,96.86452015,69.80666362,19.07218073,Metal,105
2237,18.74912221,61.35571904,77.20379665,42.94867119,26.7042793,Glass,77
2238,3.973400752,86.89322947,89.8330964,54.25414535,27.3590574,Plastic,87
2239,1.75045549,66.22396749,33.43811336,76.56779836,23.797191,Glass,31
2240,5.105762551,43.46148196,99.20464353,87.205619,5.284234016,Plastic,100
2241,16.70668602,81.96084258,10.37299832,34.73681789,24.52294228,Paper,155
2242,0.824608575,90.56765554,5.391993314,62.13220067,8.296944372,Metal,292
2243,12.28066285,12.06402065,85.57470244,48.75133628,27.67194082,Paper,315
2244,20.90464409,53.24010446,92.73376053,43.52363366,21.27260044,Glass,106
2245,17.98404836,28.52274478,9.149477219,60.34864101,23.55802683,Glass,230
2246,10.9982149,4.801413668,11.43139993,66.36536043,2.550973605,Metal,3
2247,1.430095004,66.88781484,3.41409836,30.58633389,17.4829534,Plastic,222
2248,17.47570645,86.29080067,10.54030551,76.81239433,24.63426381,Paper,121
2249,12.61865082,16.37397518,21.0210397,79.19292788,25.84771058,Plastic,160
2250,2.502099639,81.2601244,97.01065423,87.93064947,0.858951142,Glass,271
2251,2.061617253,85.35423378,66.8192362,40.83862399,28.17477698,Plastic,331
2252,19.11120053,91.44261022,77.87744725,65.67315374,1.300161999,Paper,194
2253,14.0862855,26.6019804,77.63632643,55.59752241,18.43556039,Plastic,218
2254,17.43209411,90.40491121,53.5538676,50.08967109,20.80162583,Glass,191
2255,18.47065902,32.1342092,79.76914887,63.93800709,3.220358735,Paper,252
2256,12.05004216,55.27856754,59.62117249,76.94298559,1.440355968,Plastic,226
2257,10.91462875,5.145696336,31.52315515,31.38316701,23.54736463,Plastic,1
2258,9.095932876,4.483720728,56.15489987,88.16400675,11.54011874,Paper,133
2259,6.724183685,72.06528395,53.39750775,78.59289514,3.213375459,Glass,90
2260,9.183055582,44.5035498,82.36296007,75.06922222,22.88003449,Paper,6
2261,16.2740848,25.7036083,98.17454902,75.62324293,25.4748921,Glass,244
2262,12.68019971,19.12230825,41.16315229,53.34364258,17.62158572,Plastic,133
2263,18.75373676,67.02835374,76.36272878,75.09723305,4.837104253,Paper,116
2264,9.366642301,0.140114248,10.0663241,53.20621252,0.456674145,Glass,73
2265,12.7881722,80.6085278,77.70545381,83.92240977,21.02407444,Paper,156
2266,13.29432786,8.017035652,37.20454951,40.633343,16.50419024,Plastic,211
2267,12.46647069,19.22981253,4.035077273,47.54084545,19.52391425,Paper,69
2268,14.78504586,38.68501589,36.38829324,63.08025256,24.39554011,Plastic,300
2269,5.062359489,48.5373881,61.10321082,49.15266215,13.02683331,Plastic,144
2270,10.80840295,35.56401207,12.01309175,55.45423472,3.735464065,Plastic,199
2271,2.278298379,32.13914528,92.41104579,59.54536136,28.19949856,Glass,206
2272,8.136286748,96.39520961,7.859474086,81.38120093,16.35786382,Glass,201
2273,10.29224173,64.19381016,93.00767131,61.39153522,18.45882357,Metal,239
2274,13.73148702,2.440952241,70.74303804,51.74759092,28.00234289,Glass,68
2275,19.966099,43.07457325,33.03824632,44.86416984,27.94750969,Metal,171
2276,12.65360729,87.5133691,39.13595974,54.52055873,17.1628382,Paper,297
2277,15.64111285,30.21547302,74.10685554,60.94416626,8.928342742,Plastic,70
2278,10.68096064,9.546178843,60.18696298,74.76689143,29.91340902,Glass,287
2279,13.35277426,75.86263868,67.19712785,37.26292657,20.4245127,Plastic,17
2280,1.582483317,60.64078181,38.97754519,43.29655129,12.25310031,Metal,137
2281,5.41678404,57.07421953,48.83256683,52.77924095,16.79510409,Glass,219
2282,7.662729648,5.452298305,98.98776166,51.62390431,12.47502151,Glass,311
2283,9.97511112,14.13585108,21.47089476,53.50488526,26.64915457,Glass,6
2284,1.054058781,62.29268468,41.84383303,77.61127588,14.47498125,Glass,198
2285,3.026503639,20.86160176,29.25313644,49.44926418,24.70585128,Plastic,132
2286,5.885419033,50.45660097,76.53463989,60.11389082,25.20528893,Glass,363
2287,20.40503324,54.53368043,76.4248613,67.43442197,24.72997013,Metal,344
2288,7.025152448,28.42236831,29.31530155,43.93071301,21.66565837,Glass,184
2289,10.17465811,94.84767304,8.230892632,73.12172323,25.6463315,Metal,18
2290,4.198442196,84.26216427,1.2421244,62.82667918,11.61688739,Metal,213
2291,12.86530349,72.26511341,42.80230827,56.80686978,3.439896184,Plastic,48
2292,5.966279204,7.891587254,41.09272567,78.5870416,25.27362613,Glass,29
2293,4.426144889,10.70238893,98.84014888,44.60971555,14.94505247,Metal,153
2294,10.89636793,49.32885645,47.03322736,82.99055824,3.821280976,Glass,332
2295,0.215071202,16.15526358,25.71619512,63.66292412,3.459375665,Plastic,238
2296,0.260178282,97.82871981,89.13382116,66.55049276,4.77727182,Plastic,319
2297,4.67853811,15.93617138,49.15768817,82.50353785,22.52919779,Glass,265
2298,0.867476476,48.79803676,59.95764596,79.05496127,21.3257002,Metal,199
2299,2.357738261,36.47569358,9.657304172,66.09372413,6.114560406,Paper,14
2300,7.182187571,63.9747035,38.35334909,75.19126223,25.40770254,Paper,276
2301,16.8740407,12.99073725,94.42794508,55.99916941,8.438843866,Plastic,10
2302,12.05581665,43.08861116,58.99158788,62.84266521,23.7895675,Metal,139
2303,10.81475547,27.54303278,34.51573533,33.7242082,14.66417723,Paper,167
2304,6.233916405,88.78637731,62.60415135,35.39147508,21.94646048,Metal,147
2305,19.57365274,4.154512642,91.05006785,79.76552425,11.44162989,Glass,245
2306,8.397614362,91.38137665,27.47166099,33.58029934,10.41421791,Plastic,70
2307,1.920238826,83.31611444,50.56116018,40.16394754,25.24078797,Glass,328
2308,12.99669019,29.82731457,95.87319633,77.74995954,1.059067635,Glass,321
2309,2.479222424,78.9501364,17.32237472,30.06875704,29.24210842,Glass,104
2310,7.315163685,3.218234678,71.99442617,46.94425973,19.44538675,Metal,229
2311,10.70490952,96.68986847,61.48665272,65.04231947,12.97450165,Paper,316
2312,18.37125077,52.70683476,67.9995456,65.72699589,18.84163593,Glass,138
2313,10.41512353,30.3977745,35.1868411,76.62917449,3.682228394,Plastic,319
2314,14.77720821,36.32206294,31.45654941,60.35557527,15.42157366,Metal,36
2315,20.84987194,6.733894811,68.45254609,60.56411217,29.5528657,Paper,118
2316,2.848122606,98.93601645,21.63277418,73.51863453,7.058083135,Glass,255
2317,5.841888883,4.025265321,42.02350901,59.9174678,21.66834297,Plastic,313
2318,8.34663998,65.5252216,18.89864714,66.50946519,13.04914127,Glass,335
2319,8.916208931,44.32931918,0.929653628,83.8664441,19.57374445,Paper,20
2320,8.690340473,94.8967302,97.00873027,54.08706046,6.146616861,Paper,298
2321,19.06906995,24.67537406,43.22712757,53.10750426,14.11394948,Glass,21
2322,15.02328227,53.25547371,96.93802648,30.21293951,29.40278142,Glass,256
2323,12.80521897,48.28738524,14.11831962,66.80557569,5.85861453,Metal,248
2324,6.565889803,70.31635776,58.77794127,31.78631444,19.09335084,Paper,166
2325,17.31721903,6.894222172,20.17730588,60.24890938,17.26793246,Paper,349
2326,20.06076469,19.45953409,79.02840528,78.25402734,16.95154759,Glass,255
2327,17.26304411,21.53502553,78.39192858,62.99526423,18.45369869,Plastic,78
2328,0.132710699,73.84126041,11.34945419,46.17816991,15.06713921,Glass,280
2329,13.40078864,18.99495576,91.21523884,77.17010529,0.507922508,Glass,282
2330,1.168729472,57.39182721,19.54350176,46.18302024,27.00290434,Paper,34
2331,5.483990905,21.60285767,61.33643642,73.98190686,24.80936482,Metal,99
2332,1.344066237,86.17633251,98.56479865,66.61550731,5.225030428,Glass,143
2333,12.71932497,94.2243269,88.25141382,40.1997778,12.39819532,Plastic,55
2334,14.44972919,51.8974482,95.66073646,84.30803249,23.11646942,Plastic,3
2335,2.492791636,35.29565753,34.32561724,42.03862098,29.40186946,Glass,332
2336,8.122232656,23.48237172,10.64700666,89.37522445,28.53411139,Plastic,219
2337,9.635343037,5.073122052,18.91585264,30.43862932,26.98077599,Plastic,211
2338,7.813208155,26.92315761,50.09944002,45.80900263,4.751216919,Glass,305
2339,2.62942251,65.45815442,79.34364486,41.99161784,27.43425318,Plastic,149
2340,8.856008815,53.40833144,15.10034905,30.83960461,26.35334739,Plastic,232
2341,15.7996212,94.4097237,66.00718007,73.94207401,11.30849733,Glass,88
2342,1.584060189,39.68809852,32.42540264,71.60554813,11.83567784,Paper,211
2343,1.775762294,69.4169479,34.18608703,77.54105786,13.79726766,Metal,223
2344,7.514719999,48.98334247,66.22558124,45.40191279,19.68526893,Metal,296
2345,19.78206737,51.30636397,46.75324201,56.66011002,7.825068479,Paper,148
2346,14.07316832,26.85065403,81.22212597,69.5468113,0.688452883,Glass,207
2347,14.28420209,45.54958261,15.67625912,56.38611023,4.236885738,Paper,360
2348,7.664127809,47.1314212,79.01583215,71.83954622,13.20347723,Metal,227
2349,12.50751054,70.69358792,6.517101281,68.03840451,8.460077083,Metal,360
2350,0.311741746,94.06993592,19.48598264,36.87886818,22.93549683,Metal,184
2351,13.39440737,32.99919562,65.64935648,76.86258726,3.200702116,Metal,41
2352,19.1876972,4.315826811,85.50707309,73.24058155,27.52395677,Glass,182
2353,12.90278549,49.67988304,25.34269481,69.35006326,26.8598154,Metal,44
2354,18.3603006,54.49168708,32.78644142,39.30561638,27.26270451,Metal,210
2355,15.23103686,16.92721106,53.75836275,46.07978693,22.18829996,Glass,337
2356,2.619670903,76.07041417,21.23612337,53.5906219,3.209999145,Paper,250
2357,18.96127412,98.49441793,81.13451053,46.7957773,13.14412714,Glass,84
2358,1.488676347,94.58289423,77.38630084,43.66861744,3.942161154,Metal,139
2359,11.25992018,19.79089328,14.61464203,78.32146021,29.63097578,Plastic,231
2360,3.070665887,87.54878767,46.43659021,68.29393478,9.991152702,Glass,12
2361,0.344668164,70.47891428,77.50529389,63.92832789,17.55991626,Glass,273
2362,8.920516037,45.43927172,33.79922016,43.55716265,23.38179163,Paper,90
2363,6.26635079,54.10703833,63.34737159,85.08459374,27.61848253,Metal,25
2364,10.25741032,84.97505748,5.116290834,41.47098235,22.66643178,Plastic,26
2365,12.16347763,48.06548047,60.90800718,77.69705597,20.23511336,Glass,153
2366,1.014146611,37.38341617,15.3500327,88.00036,13.97945346,Glass,60
2367,2.670768868,49.37542455,83.07527418,73.62556375,18.16200401,Glass,60
2368,11.77562609,57.95506742,35.60940141,89.57152651,2.824914266,Plastic,283
2369,7.272197681,18.98885761,28.22723089,69.06306702,26.51767626,Glass,171
2370,15.33972589,90.10068225,84.10480877,43.04762062,16.31331927,Glass,76
2371,13.73289546,67.45127619,5.109387905,42.22916962,1.204051513,Plastic,276
2372,17.77313119,63.36356484,39.72121905,49.47385706,27.59706377,Glass,208
2373,14.57310008,10.039673,37.0633537,30.42780121,14.67905922,Plastic,155
2374,9.085559517,60.45697642,28.55155739,70.9019082,26.05767425,Paper,180
2375,14.16500241,12.18397016,91.18425777,46.12006708,25.70663863,Plastic,82
2376,5.855466542,7.961897752,75.11774651,78.91099394,24.47254762,Paper,10
2377,6.501952124,52.77835847,6.485924103,51.55035903,1.842090579,Plastic,243
2378,16.58978984,40.33827485,71.4972762,58.79738961,7.411999363,Metal,178
2379,9.430167893,58.92214599,52.7771834,87.94133499,26.26643617,Glass,286
2380,16.78614912,9.013294589,90.09670265,44.53032738,26.96973168,Paper,257
2381,17.28862761,43.15520798,31.36326717,73.27524585,13.74206587,Glass,310
2382,18.02305286,17.56119283,57.45878376,75.30706736,13.20124403,Glass,4
2383,19.25767643,98.71129858,50.12545195,43.25988945,5.254219017,Plastic,215
2384,9.107591109,56.15890622,49.00713453,60.0598102,29.05232366,Metal,30
2385,6.764316503,68.77494241,45.66492941,51.01211552,6.394154261,Plastic,346
2386,12.2679538,32.60928624,20.64238461,76.3143746,5.728103531,Glass,65
2387,7.85750365,9.564417586,75.59542126,67.34899914,19.8218691,Plastic,124
2388,12.66245009,97.58949919,45.18846967,58.55898329,7.28532909,Paper,285
2389,14.84674453,28.69727763,95.85577587,76.7617959,28.16314833,Metal,153
2390,14.48766489,42.4384377,26.15476188,44.1093342,0.32720986,Glass,40
2391,7.928155339,65.02140578,68.30610958,75.21731284,0.17259787,Plastic,26
2392,3.587378216,2.567260039,94.07763626,81.92245873,15.14630404,Paper,273
2393,9.098063174,81.04488714,66.37948647,82.71729581,14.6418738,Metal,159
2394,3.080217611,53.70416118,87.14016347,77.02041558,4.900920657,Plastic,189
2395,18.70302804,27.89389699,82.76534788,54.48085002,14.83558689,Plastic,264
2396,7.328838929,6.254637731,36.07575978,88.90848136,12.34983316,Glass,69
2397,3.328208717,16.33359171,60.0523816,52.77561863,26.70988576,Paper,1
2398,0.631858182,89.5138825,15.71050785,68.31752395,0.277617607,Metal,79
2399,13.59768787,68.63381997,53.59903568,39.66445068,29.28809415,Plastic,228
2400,13.41125843,25.06518199,23.11915498,88.82693392,18.73178293,Metal,327
2401,7.218627082,6.653516418,74.39930781,72.23915531,4.555303369,Paper,46
2402,1.598778477,69.09246971,52.85303635,75.20265271,1.402800414,Glass,108
2403,8.661243903,57.28353182,41.18161353,33.9466022,16.14316976,Glass,355
2404,6.604445647,40.51150049,26.95282991,75.80506885,7.046704979,Glass,124
2405,14.25182137,36.42478377,99.86997834,76.48340575,9.03496611,Metal,148
2406,12.76078631,21.75974617,7.263881036,70.30636358,7.353964945,Metal,252
2407,7.720008919,66.99416453,4.451711989,47.51457683,19.50516941,Plastic,2
2408,4.653954384,97.06973598,21.80401431,59.38140253,16.60586886,Paper,222
2409,20.74995169,17.65395306,97.11013862,36.62606228,2.339232706,Paper,189
2410,9.588633883,59.75195034,97.92589302,58.29522399,15.795796,Paper,71
2411,14.48493153,42.47608707,65.5272807,44.62943116,23.73569297,Metal,359
2412,3.037557022,44.7242033,88.02265605,50.94581919,2.435837725,Glass,333
2413,10.24882472,25.48931328,21.47477691,39.7560245,26.69216929,Paper,97
2414,0.675517445,82.53097408,97.20700521,43.80326206,17.34919948,Plastic,232
2415,10.66401196,48.57703485,14.36420653,34.59411851,28.51873408,Metal,30
2416,20.24796381,54.38624463,10.2024063,85.19408199,4.444236532,Glass,30
2417,8.129920301,30.54561519,11.30993277,61.82464128,29.80694998,Paper,215
2418,0.915016663,18.26266572,57.35547953,53.80451828,19.32818598,Glass,173
2419,0.74697603,8.682447781,78.11934263,62.10175277,17.02482598,Plastic,280
2420,8.208923283,71.44050218,36.73005107,67.69759371,15.45838872,Paper,211
2421,3.444521172,19.70380474,97.79180918,85.3127276,0.709631193,Paper,317
2422,0.588058813,69.03852788,43.4985718,40.72157714,28.18917575,Glass,125
2423,15.90486453,39.09860696,15.12981022,47.73314992,19.31983419,Metal,80
2424,9.683130886,41.63590262,46.65007814,88.54736018,2.748794535,Glass,184
2425,6.145215734,46.97083186,67.93581283,52.2715792,0.628565109,Plastic,15
2426,18.91173853,36.83407996,83.23935547,31.35369905,1.523509177,Glass,11
2427,2.527304268,10.15193572,45.93095217,38.85860956,18.2818729,Glass,342
2428,20.07870353,31.03221782,59.40132192,31.5803221,18.42046245,Paper,89
2429,6.661904393,66.40706263,26.80773674,89.39538855,14.99001875,Metal,3
2430,18.66763675,66.61186171,64.62706099,46.73225094,9.20297462,Metal,24
2431,12.70150612,28.69380829,98.5985972,85.41256542,15.95228195,Metal,89
2432,17.37818382,46.06425239,5.000451902,89.75317655,15.48905463,Metal,9
2433,20.66587511,19.42537808,88.664414,65.99047327,0.582466796,Glass,46
2434,6.12767365,21.11617094,56.27202203,31.9917789,8.47407691,Paper,94
2435,20.18773165,2.402404132,25.28465609,34.89549782,1.595560244,Paper,71
2436,8.240171603,89.68498034,95.49348203,58.89534331,27.00464254,Metal,188
2437,8.157198809,21.14959584,48.38709488,54.37032077,21.75669488,Glass,139
2438,7.214090479,22.83063431,33.23585614,66.37063835,29.88345511,Metal,10
2439,11.41541899,28.03218312,18.23161306,56.33086858,9.065137899,Metal,3
2440,3.321631402,12.82806636,24.5207758,86.04461096,26.35457543,Paper,19
2441,11.67257004,63.96236203,83.30161925,62.08438292,18.09162804,Paper,130
2442,11.42163058,7.606781022,61.47955993,71.62356369,13.59376221,Metal,221
2443,16.02374788,13.50682239,91.33323739,83.78911636,6.677193339,Glass,130
2444,17.5232842,64.51119699,23.27364837,38.81231255,22.15176496,Metal,113
2445,9.305224222,34.03209599,12.20174353,43.78407925,27.12422247,Paper,138
2446,6.418764911,70.82398789,0.708144344,36.43911963,7.059251942,Paper,43
2447,5.520099354,55.78673199,50.83541756,38.37830395,5.261710049,Glass,218
2448,4.167638187,25.67651519,99.83086235,60.75503802,20.88665745,Metal,58
2449,1.304834468,65.11771225,69.52703035,49.27075554,29.30919488,Metal,113
2450,7.257162758,11.71574066,30.90861974,55.39037037,22.49865303,Plastic,188
2451,5.748176766,53.68739727,87.69817244,88.94938991,8.537422171,Metal,122
2452,20.29812336,43.77109569,78.19405437,39.40226087,12.59866272,Glass,85
2453,11.75611447,26.86057092,1.639975091,62.44872425,11.52952906,Paper,106
2454,7.358090116,60.44009927,81.70436201,35.9322693,25.56285054,Plastic,356
2455,12.23177286,87.14622587,30.12262305,49.1097788,23.14112337,Glass,99
2456,3.009211058,99.89057951,15.05237911,61.65155542,17.66926304,Glass,9
2457,9.380514358,60.8155006,22.71045089,86.79790476,8.248773312,Plastic,6
2458,13.18829732,40.53011685,46.91112246,53.47369328,28.13965583,Metal,108
2459,10.31796468,22.59818931,42.54430591,33.89440177,19.59945674,Plastic,152
2460,8.497176934,25.78389933,28.95984121,53.28968688,29.11429939,Glass,338
2461,20.87143133,47.99755232,17.30461039,38.74447055,17.40351099,Metal,237
2462,18.49857853,36.79104236,76.24685589,43.7993768,24.63578275,Paper,27
2463,13.12918453,91.39007081,99.0119674,67.08543739,24.39316138,Plastic,119
2464,11.99998685,36.89271722,77.80137888,34.04543197,10.11986331,Glass,211
2465,13.07180403,37.40711466,29.66410307,57.88342538,28.92062169,Metal,100
2466,4.307423053,38.41509779,24.55641525,66.56769516,0.658244028,Glass,3
2467,8.358378834,83.67835902,21.84482102,55.31150354,23.06132726,Metal,294
2468,0.924704237,65.11375325,13.75583794,31.14758104,28.96671257,Metal,330
2469,10.03891218,61.45546815,55.17792191,89.13116141,10.1672461,Plastic,329
2470,11.4492138,33.48088794,60.57949716,52.02694604,19.44331763,Paper,17
2471,4.859969485,81.80862727,70.5797158,76.71463122,16.8666975,Metal,106
2472,20.24820291,3.932549749,68.05331576,49.53878953,22.84521929,Glass,230
2473,19.10760137,87.09263752,29.3040978,58.50100542,25.98533765,Metal,304
2474,15.19279362,51.32371499,33.09806944,53.30781856,18.09133708,Paper,177
2475,11.24778054,39.88519846,68.18330209,50.55235377,24.47713759,Glass,84
2476,18.28235544,49.76701134,35.00981931,31.31108263,9.368567277,Metal,263
2477,2.830633986,66.7748115,21.34105664,51.60125627,6.857611761,Metal,196
2478,16.6216547,1.375266109,37.49618175,83.36939942,12.92003069,Plastic,249
2479,2.708755012,87.16803046,27.28120734,71.42360032,20.33209799,Paper,149
2480,16.69900285,44.72927858,8.92244085,38.72537155,5.617408468,Metal,206
2481,5.863542176,34.36235532,83.03087634,65.46930028,20.41056576,Paper,81
2482,18.43119314,13.91073201,85.32582778,83.5338516,11.82280946,Metal,189
2483,19.83047976,44.0025909,22.05305499,72.00204246,23.86725822,Glass,206
2484,3.209835761,49.68264485,6.570742733,38.92106354,1.105074513,Paper,308
2485,9.769920146,40.42430478,73.90886099,82.0699498,20.03947913,Glass,269
2486,20.6026362,67.89814337,21.23170972,48.0926408,19.4946701,Paper,290
2487,10.20321541,42.14756322,39.40420539,57.24456866,28.22806428,Glass,361
2488,18.14814322,96.14561603,6.507111699,61.56856558,21.40102661,Metal,300
2489,12.40448881,59.96782403,22.70433152,81.03039626,23.88905689,Glass,255
2490,7.944395076,80.76704577,79.31093761,85.89644971,27.13773048,Glass,8
2491,6.07287631,11.02465472,80.45920505,85.77917267,20.25155755,Metal,114
2492,4.347362604,39.78940017,20.78777401,30.47725088,8.704609049,Paper,5
2493,16.0215822,33.75108537,33.65779313,85.31330914,26.09321399,Glass,342
2494,8.178696593,56.99129057,13.51041807,33.26321796,22.42734358,Plastic,73
2495,10.78565716,86.12524065,7.509845765,45.94641941,12.73312812,Plastic,348
2496,10.38960253,7.925987954,99.21795427,60.89927128,21.31587518,Glass,121
2497,12.16513171,7.350222325,65.59383573,58.79554134,26.03066632,Glass,302
2498,18.19056234,85.04673904,54.25544127,66.28258763,29.26956394,Glass,234
2499,20.59745228,21.3637236,76.57330019,58.76677372,28.57054512,Paper,66
2500,8.618509959,66.90845012,84.02370825,86.06254078,9.759834803,Metal,230
2501,17.39514547,54.33352542,80.69080533,44.43293089,12.65081141,Plastic,31
2502,16.07863091,83.30607013,1.752290984,46.44148164,3.286098149,Plastic,307
2503,12.08675509,12.59638209,18.76210903,85.24427614,7.426328611,Paper,297
2504,20.0813853,13.06531828,65.52503968,34.60437082,26.47263625,Glass,51
2505,4.289917375,55.72615419,37.63835885,66.57364931,10.82549779,Glass,147
2506,2.383621995,94.64322747,98.25001684,70.90415712,18.61657976,Metal,95
2507,17.94780511,41.55827606,66.57393878,60.33250341,19.97896855,Metal,329
2508,9.278231168,32.76151582,95.65923598,71.65391273,23.45487825,Plastic,38
