Sample ID,Solvent Type,Temperature (°C),Casting Speed (m/min),Pressure (bar),Solvent Concentration (%),Additives (Type),PLA Yield (%),Quality Classification
2509,Toluene,187.2727061,3.933269953,17.5991445,7.676541731,Fillers,90.37677617,High
2510,Toluene,197.2138613,3.917689561,10.07900096,3.842753245,Fillers,93.19463584,High
2511,Toluene,186.619991,4.487332852,6.688871086,5.315813819,None,88.77650951,High
2512,Acetone,208.2641652,3.780651843,9.285805112,2.262901806,None,88.52644807,High
2513,Ethyl Acetate,201.4139107,4.675145277,29.60953282,3.087259058,Stabilizer,88.3881042,High
2514,Toluene,205.4129339,1.996954699,16.71367374,4.558218312,Plasticizer,94.23094446,High
2515,Acetone,187.8594787,2.764442375,26.68363762,4.735886442,Fillers,85.48758099,Low
2516,Toluene,188.4698345,0.563358485,26.21881167,9.196681732,Plasticizer,89.45076142,High
2517,Dichloromethane,181.659893,0.531309143,17.78798894,7.934503274,Fillers,87.64599454,High
2518,Ethyl Acetate,192.8827014,1.580569792,22.66719271,9.777463745,Stabilizer,93.93807025,High
2519,Ethyl Acetate,202.3897865,0.953632387,9.81880026,6.792572083,Plasticizer,85.96052264,Low
2520,Acetone,214.3173966,1.670951156,22.20991762,3.933709857,Fillers,89.11442767,High
2521,Acetone,206.6770979,1.296694825,11.80961448,4.621240239,Fillers,89.06816152,High
2522,Ethyl Acetate,197.4158529,0.628340112,25.80155242,4.558687386,Stabilizer,93.88394418,High
2523,Toluene,218.1248046,4.591868659,7.093103328,4.611954621,Plasticizer,87.15493445,High
2524,Toluene,208.769808,0.537004091,24.32846682,7.383713385,Stabilizer,91.4489541,High
2525,Dichloromethane,217.2066081,3.81236965,7.498422664,6.246463425,Plasticizer,86.34406127,Low
2526,Toluene,201.1035189,1.184665491,27.02973092,5.083393425,Plasticizer,94.53975714,High
2527,Acetone,190.356171,4.605033299,12.60511295,3.19271815,Fillers,90.93014959,High
2528,Acetone,182.1130675,4.517581728,21.35983412,2.177113304,None,91.2625673,High
2529,Toluene,209.0433941,3.442555159,17.18755697,3.750677421,Plasticizer,89.33773402,High
2530,Acetone,184.8521199,3.525053674,14.15757863,2.859771232,Plasticizer,88.42282713,High
2531,Ethyl Acetate,192.1110051,0.524026139,21.13604583,8.283560247,Stabilizer,87.12676429,High
2532,Ethyl Acetate,201.2988363,4.931922048,28.68807451,2.899983663,Plasticizer,91.03987754,High
2533,Toluene,202.5766635,4.450246716,6.031743684,7.793825898,Plasticizer,94.54561745,High
2534,Ethyl Acetate,204.0233279,4.527978016,27.9713214,5.085269518,Plasticizer,88.59790954,High
2535,Ethyl Acetate,186.6502132,3.466600417,20.22704138,2.587027118,Plasticizer,93.83156889,High
2536,Dichloromethane,195.1894962,2.051541179,25.18285752,8.501840395,Plasticizer,86.48776313,Low
2537,Dichloromethane,204.6877691,4.521418921,14.59687384,6.637044562,None,94.36126021,High
2538,Ethyl Acetate,218.7927546,1.811826177,16.79607437,3.886092103,Fillers,88.50486284,High
2539,Toluene,209.1052455,3.032201945,26.7212688,9.157449395,Plasticizer,88.79727212,High
2540,Dichloromethane,216.9041503,0.948789376,15.37119925,2.362066511,Stabilizer,89.62842257,High
2541,Acetone,210.4884823,4.648800336,18.36648917,3.614556866,Stabilizer,92.1824427,High
2542,Acetone,203.6686788,1.13346706,5.504873077,8.016375422,Plasticizer,92.19653434,High
2543,Acetone,187.6809348,1.512035626,8.964950146,7.675023442,Plasticizer,89.79588585,High
2544,Toluene,206.6674261,3.011603712,21.0421627,4.31417355,Plasticizer,90.23152899,High
2545,Ethyl Acetate,204.9351826,3.938418501,22.92442253,2.496199003,None,85.30010488,Low
2546,Acetone,204.0987668,3.287080877,19.56502342,8.864624578,Fillers,88.04296702,High
2547,Toluene,199.5914347,1.544602608,8.582750907,4.509581105,Stabilizer,88.46017074,High
2548,Dichloromethane,201.1462642,0.504243691,16.13513571,3.565707319,None,90.58727269,High
2549,Ethyl Acetate,193.3777011,3.907177611,13.87736916,6.128494579,None,90.58299767,High
2550,Dichloromethane,200.7725077,4.933432967,17.3915336,9.281817594,Plasticizer,92.09899798,High
2551,Toluene,187.9022362,4.144609041,26.75822586,2.348372623,Fillers,92.17027296,High
2552,Acetone,212.2069759,2.570929782,24.39653597,8.126432704,Plasticizer,87.35210724,High
2553,Acetone,187.4310782,4.566952676,7.099737535,6.579785824,Stabilizer,92.70187151,High
2554,Toluene,183.3986516,2.344314529,27.25772994,5.403592932,Fillers,85.19603568,Low
2555,Acetone,197.4498411,2.862203379,16.79417878,7.952643553,Plasticizer,92.16161885,High
2556,Ethyl Acetate,206.3322976,2.647083953,23.59655362,9.726595396,Stabilizer,86.02061104,Low
2557,Toluene,197.508673,2.514307427,8.500980782,3.833649689,None,92.29648208,High
2558,Dichloromethane,191.0701653,3.988358462,21.76798814,3.149178921,Stabilizer,90.27118091,High
2559,Toluene,202.3268474,2.870460083,10.90815044,9.303053962,Stabilizer,89.37254501,High
2560,Ethyl Acetate,193.8800934,1.925227049,15.95952243,7.35162462,Stabilizer,91.9066639,High
2561,Ethyl Acetate,217.3147076,1.661711754,5.421571752,5.503888172,Fillers,85.36370834,Low
2562,Toluene,216.9058056,0.669862926,8.790265948,6.586076562,None,87.23470326,High
2563,Toluene,200.0948728,3.124378228,7.302012328,7.964911241,Fillers,91.16440142,High
2564,Acetone,193.1153598,1.534826369,10.99360432,8.18425519,None,93.47215407,High
2565,Ethyl Acetate,209.4852966,1.166602649,7.500452251,9.359153447,Plasticizer,88.81107637,High
2566,Toluene,181.4685177,3.442234837,22.29775067,5.414742311,Plasticizer,87.58761473,High
2567,Toluene,198.9907602,3.56544166,5.725997555,4.34728728,Stabilizer,90.18736436,High
2568,Ethyl Acetate,193.4529358,3.884697015,20.44351252,7.117314134,Stabilizer,91.22315252,High
2569,Toluene,216.8214354,2.766096034,8.517695771,5.325823194,Fillers,89.20103031,High
2570,Acetone,180.4801211,4.523245723,28.62903643,6.756787632,None,93.76710683,High
2571,Ethyl Acetate,202.112595,4.71354239,28.32735183,5.359886388,None,90.23438709,High
2572,Acetone,209.6265432,4.133169229,10.63757756,3.223966293,None,85.35823588,Low
2573,Acetone,199.4007195,3.360170669,20.36053246,5.755414013,Stabilizer,87.23053955,High
2574,Acetone,183.4161212,1.866744291,5.700132987,7.527342576,Stabilizer,89.50647031,High
2575,Acetone,218.8984556,4.923252147,28.29471358,8.394270461,None,91.97725519,High
2576,Ethyl Acetate,200.7204173,1.733612752,18.0746827,5.946610214,Stabilizer,87.19752244,High
2577,Acetone,204.5674498,1.411956149,6.080578785,3.321903122,None,94.7625744,High
2578,Acetone,189.4643913,2.489693512,13.56249983,5.317501677,Fillers,88.18558258,High
2579,Toluene,199.3399234,0.755782568,6.921236547,8.290351431,Plasticizer,90.32480207,High
2580,Ethyl Acetate,197.1659797,4.903225091,14.82361098,5.302874165,None,85.18966385,Low
2581,Ethyl Acetate,182.9958337,3.147951004,21.74815855,7.572246349,Stabilizer,93.84890721,High
2582,Dichloromethane,184.2464141,3.006284412,16.7472477,6.057709453,Fillers,92.88834654,High
2583,Ethyl Acetate,213.4989008,3.45108326,14.59305437,3.929785001,Stabilizer,86.95458004,Low
2584,Ethyl Acetate,189.5927981,2.736606415,7.978926139,8.369204064,Stabilizer,94.33236691,High
2585,Dichloromethane,187.7983309,0.644285827,11.12347614,2.673707633,Stabilizer,88.15839764,High
2586,Ethyl Acetate,200.1964581,3.2554008,7.503582193,6.199122262,None,91.92186288,High
2587,Ethyl Acetate,210.7498853,3.722782446,25.18746829,3.671128274,Fillers,93.18976318,High
2588,Ethyl Acetate,182.4778607,2.375370773,8.3809957,2.536525028,None,92.40914461,High
2589,Ethyl Acetate,203.0723168,3.907830074,19.88433416,6.023471497,Plasticizer,94.17582784,High
2590,Dichloromethane,184.7684177,1.521505847,13.56851034,5.996497247,None,93.6427476,High
2591,Ethyl Acetate,181.458442,1.49574466,10.64945962,7.655207213,Plasticizer,94.94611514,High
2592,Ethyl Acetate,182.1097581,1.226376445,20.98671099,7.958005544,Fillers,86.82611413,Low
2593,Dichloromethane,213.3665643,2.173976419,16.42505773,7.82233191,Fillers,88.04761801,High
2594,Toluene,184.7188993,4.311554159,15.00363668,5.276469863,None,91.36225867,High
2595,Acetone,181.8060546,4.22560428,19.82130012,7.053518298,None,92.33047186,High
2596,Toluene,197.5159955,2.222708936,17.28169071,6.615561941,Stabilizer,90.34605055,High
2597,Dichloromethane,213.7597389,3.151034312,12.58710521,5.372494049,Plasticizer,85.73928365,Low
2598,Acetone,190.4963351,3.743673424,18.97653219,6.777701553,Stabilizer,93.41595227,High
2599,Dichloromethane,196.8685047,1.585430486,21.73746441,9.577983014,Stabilizer,94.60874356,High
2600,Dichloromethane,181.5969013,1.256634887,5.667328965,3.543149949,Fillers,89.05516844,High
2601,Ethyl Acetate,197.9631406,4.874431969,16.64679322,9.246176766,None,87.24812482,High
2602,Acetone,203.1045232,3.279007909,6.442082115,2.427644112,Fillers,85.19313755,Low
2603,Ethyl Acetate,202.8362822,4.916370748,9.660135352,4.467113703,None,87.37299036,High
2604,Acetone,193.2970677,2.019901942,19.01271835,4.305161989,Fillers,91.99918775,High
2605,Dichloromethane,192.6213272,3.66364265,26.65472288,7.010920863,Fillers,94.11589388,High
2606,Dichloromethane,184.2649448,1.501716364,27.07014198,3.049799614,Fillers,85.93513066,Low
2607,Toluene,194.6719328,1.675400771,6.748600253,9.058780895,Plasticizer,90.53259187,High
2608,Acetone,183.9797868,2.803559546,15.47762716,8.628411268,Fillers,91.95531249,High
2609,Ethyl Acetate,210.6638378,1.938281565,19.57516208,7.216526557,Plasticizer,87.76380821,High
2610,Toluene,218.6509719,1.254297037,8.676747614,5.667310654,Fillers,90.69897039,High
2611,Toluene,218.8029783,1.682963159,24.13580542,9.463648337,None,92.15248426,High
2612,Toluene,214.602844,0.660867775,23.60588146,8.645972438,Plasticizer,93.37719243,High
2613,Ethyl Acetate,204.031686,3.669906297,27.58352534,5.994521185,None,89.52499851,High
2614,Toluene,208.0346279,2.714524957,5.212150302,7.614986836,None,92.47857219,High
2615,Ethyl Acetate,191.4082321,0.924093799,10.4171061,6.535439617,None,88.01782972,High
2616,Toluene,205.2308168,1.272622969,25.67966786,6.703537907,Plasticizer,87.13046747,High
2617,Ethyl Acetate,198.225982,0.961405422,21.76450127,4.647808555,Stabilizer,86.87313746,Low
2618,Dichloromethane,199.2806936,3.256667637,27.35974634,5.696676837,Plasticizer,88.58872732,High
2619,Dichloromethane,210.3110624,0.923946636,6.429491363,2.624971446,Stabilizer,85.35879682,Low
2620,Dichloromethane,191.2767342,3.894270499,19.92409914,4.858789533,Plasticizer,87.82991838,High
2621,Dichloromethane,192.7215845,0.592299137,19.22616437,7.566628123,Fillers,91.52222824,High
2622,Dichloromethane,216.9856716,1.622191046,5.891860409,9.625728244,Stabilizer,91.47919047,High
2623,Toluene,182.2489718,4.508000042,17.83805192,9.704512902,Fillers,85.73553806,Low
2624,Toluene,199.4253719,3.733390932,20.23800778,6.445782953,Stabilizer,87.87415617,High
2625,Toluene,216.512032,0.828357498,9.782329355,6.852978014,Plasticizer,90.69557665,High
2626,Ethyl Acetate,204.4145203,4.19506747,11.83323958,3.485769484,Plasticizer,88.18552138,High
2627,Ethyl Acetate,201.856283,2.718658047,21.00868366,7.562464865,Stabilizer,89.17988024,High
2628,Ethyl Acetate,189.9897672,4.310523622,16.70752369,2.565270341,Fillers,92.12810757,High
2629,Ethyl Acetate,193.7310196,3.203328985,26.45034144,4.277485486,None,85.09266829,Low
2630,Dichloromethane,214.0819366,3.568248644,13.55954415,7.346906778,Stabilizer,87.76393544,High
2631,Dichloromethane,202.3687253,4.970757022,11.66649146,4.482481052,Stabilizer,86.42372244,Low
2632,Dichloromethane,200.5896878,1.545509957,29.62164851,2.398774993,Fillers,86.27609183,Low
2633,Acetone,183.9831885,3.307755086,27.77839425,8.654963275,None,94.59040216,High
2634,Toluene,180.6411263,2.571446255,5.724818625,4.482640057,Stabilizer,88.76560332,High
2635,Ethyl Acetate,218.5474075,0.677533788,24.26821538,2.504841799,None,90.27088585,High
2636,Ethyl Acetate,195.0794467,0.565117887,7.758369346,2.598305316,None,92.33821887,High
2637,Dichloromethane,204.1285225,1.0365286,5.687129871,4.01407039,Plasticizer,85.47447475,Low
2638,Ethyl Acetate,183.1886029,3.420912832,11.8423879,3.424127578,Fillers,87.41022639,High
2639,Ethyl Acetate,207.3245714,3.052233896,11.73364698,8.194400942,Stabilizer,93.32147787,High
2640,Toluene,217.3026683,2.990433025,25.48296906,4.573472373,Stabilizer,93.61990613,High
2641,Dichloromethane,203.0266101,0.643355431,22.76668115,8.43756628,None,88.72950921,High
2642,Toluene,185.0446129,2.611863484,29.54023568,3.390767983,Stabilizer,88.748616,High
2643,Acetone,203.2688611,4.66080268,22.78782251,5.943033436,None,92.56896877,High
2644,Acetone,210.6538885,2.289163412,15.45638883,7.504297068,Stabilizer,87.95070227,High
2645,Acetone,196.2566615,3.312151114,22.47319152,7.215926831,Fillers,86.17094081,Low
2646,Dichloromethane,215.1935099,4.00918404,29.98647668,6.809035279,Stabilizer,87.5753545,High
2647,Ethyl Acetate,205.9473181,4.027663756,22.75354706,9.398572815,None,88.87344732,High
2648,Dichloromethane,215.9699567,2.836760371,24.0420339,3.828201182,None,85.5220471,Low
2649,Dichloromethane,204.9402124,4.360783754,28.45912538,5.949753636,Stabilizer,89.78680254,High
2650,Ethyl Acetate,185.2515189,2.26120142,7.841281533,9.071940401,Stabilizer,92.40007513,High
2651,Toluene,192.3876684,4.499119467,22.61960734,2.623150125,None,90.13745144,High
2652,Acetone,188.0717979,1.581022249,26.27014895,2.447106146,Plasticizer,85.71895341,Low
2653,Toluene,216.3530599,1.760973831,28.85946501,3.8664183,Plasticizer,89.40149631,High
2654,Acetone,210.4160027,0.739042809,10.27423224,7.064169756,Stabilizer,92.08904608,High
2655,Dichloromethane,207.0559348,4.080118264,17.59822519,4.079037012,Fillers,85.58096654,Low
2656,Acetone,192.0386528,2.376748563,22.01387119,3.52191907,Stabilizer,85.5984719,Low
2657,Dichloromethane,187.3617909,1.531024763,11.18669324,5.670418523,Fillers,88.70601403,High
2658,Toluene,210.2580435,1.543056249,20.01182158,6.90878455,Stabilizer,86.94963964,Low
2659,Dichloromethane,198.9663178,4.556299736,11.43946956,3.988461656,None,94.34780791,High
2660,Toluene,189.0315821,4.252624702,13.33642551,4.405529494,Stabilizer,90.81343604,High
2661,Ethyl Acetate,204.6648791,2.990888984,16.03796741,6.908474438,Fillers,87.87325399,High
2662,Ethyl Acetate,181.6133541,3.272498602,18.22975247,9.565907376,Fillers,92.04776729,High
2663,Ethyl Acetate,193.0468102,2.634465067,16.23414679,7.39793382,Stabilizer,88.74929051,High
2664,Dichloromethane,198.7422798,2.262499443,17.32988799,8.263233149,Stabilizer,86.32115644,Low
2665,Ethyl Acetate,185.9183334,4.619645965,12.46471891,4.934480758,Plasticizer,87.3723223,High
2666,Acetone,219.3861791,1.065257166,8.974127351,4.178034875,Stabilizer,91.42747284,High
2667,Toluene,188.3638946,2.383010554,6.183749433,5.634141946,Stabilizer,85.51876106,Low
2668,Toluene,185.2141252,2.050528586,9.899468062,8.45706263,None,87.7268904,High
2669,Acetone,188.141395,2.741678241,19.54859104,5.650397134,Fillers,87.08311478,High
2670,Dichloromethane,210.7624453,2.559343435,24.6528862,8.77380327,Plasticizer,87.01135111,High
2671,Dichloromethane,197.0202264,2.835002892,9.231189936,9.910175846,None,91.82762412,High
2672,Toluene,202.6166376,1.129635398,7.713883944,2.576213326,Stabilizer,93.25816917,High
2673,Ethyl Acetate,180.8403663,2.809136757,23.73225901,2.363281249,Fillers,92.15866608,High
2674,Dichloromethane,181.3772523,1.590884662,12.62895826,3.196717623,Stabilizer,91.45727816,High
2675,Dichloromethane,197.833022,1.32949107,28.78748598,5.074957406,Stabilizer,94.16451772,High
2676,Acetone,212.6662097,0.791753985,22.85794927,3.048337673,Stabilizer,85.5839238,Low
2677,Acetone,215.4095551,3.931936514,13.16890118,8.965315821,Stabilizer,86.67483086,Low
2678,Ethyl Acetate,183.4682627,2.423488644,12.23856869,2.185170008,Fillers,89.14406856,High
2679,Dichloromethane,201.5345241,3.319896575,18.09245966,4.526341731,None,88.72451644,High
2680,Dichloromethane,216.5291875,3.774170045,6.978616707,3.477557036,Stabilizer,89.18051603,High
2681,Acetone,195.5189102,3.556924994,7.941912816,9.452314641,Stabilizer,87.06454905,High
2682,Dichloromethane,213.1826333,2.617253236,9.396447033,7.355848039,Plasticizer,86.49503316,Low
2683,Toluene,185.3478262,2.24554338,24.36808983,9.296242052,Plasticizer,90.09193247,High
2684,Acetone,217.4157796,2.191819593,17.84643398,9.778629682,Fillers,94.28052524,High
2685,Ethyl Acetate,210.0569327,3.380219586,5.264178069,5.976785949,Stabilizer,88.91969462,High
2686,Acetone,217.6533757,2.726574597,21.83791319,3.874552864,Stabilizer,85.43353214,Low
2687,Dichloromethane,207.0646893,4.321095116,15.59225447,3.54983029,Stabilizer,92.06167343,High
2688,Ethyl Acetate,194.5361573,4.436158929,17.77130912,3.783350893,Fillers,87.91104906,High
2689,Acetone,217.5272469,1.267521701,10.35290609,7.668746461,Fillers,87.45095007,High
2690,Toluene,191.0226711,1.113051432,18.79455571,2.323565825,Stabilizer,88.24258001,High
2691,Toluene,193.2869009,3.336804167,29.47883099,2.410888584,Stabilizer,92.23815524,High
2692,Acetone,208.0323367,1.855515866,6.836117275,6.865143539,Fillers,93.18819387,High
2693,Toluene,210.612652,0.583568234,12.09793499,7.136457174,Stabilizer,90.88056067,High
2694,Toluene,217.1761394,4.498892012,11.07493982,7.322103395,None,88.22478754,High
2695,Toluene,188.1920964,1.521053453,11.21373277,4.975044037,None,88.10478233,High
2696,Ethyl Acetate,211.9199214,4.681762933,14.46765894,8.44755911,Fillers,86.2430835,Low
2697,Toluene,209.5418421,3.728455029,25.45274462,6.268996702,None,94.33301048,High
2698,Toluene,182.5517823,3.931940705,27.82146725,2.84372504,Plasticizer,91.38139399,High
2699,Toluene,195.4889256,1.406576731,10.05537719,8.376794457,Stabilizer,85.2697462,Low
2700,Ethyl Acetate,191.3106183,1.553874915,18.57374845,9.62454229,Plasticizer,91.62367095,High
2701,Acetone,192.179617,2.845704892,20.9224743,2.480290504,Plasticizer,89.47153424,High
2702,Dichloromethane,219.3178752,1.274449337,18.04568686,5.13081071,Plasticizer,94.72557963,High
2703,Toluene,205.7110965,1.874442617,15.85190985,5.900128359,None,93.19068825,High
2704,Acetone,208.7070463,1.946581151,9.799387646,3.171766081,Stabilizer,86.71315754,Low
2705,Toluene,219.0647055,1.2183347,17.20548398,8.941671582,Stabilizer,92.20111119,High
2706,Ethyl Acetate,195.0880713,1.42332275,15.03037069,4.273197159,Fillers,89.85566004,High
2707,Acetone,212.0736067,4.048483289,24.88908406,8.26406832,Plasticizer,86.87045164,Low
2708,Ethyl Acetate,197.3812385,1.252381345,24.09010898,7.367955856,None,91.98739907,High
2709,Toluene,214.7813469,0.628058263,8.34996703,6.78436658,Plasticizer,90.47387579,High
2710,Toluene,187.2263017,3.332097242,7.212976314,3.53714279,Plasticizer,85.30373879,Low
2711,Ethyl Acetate,217.9074471,4.891924037,27.70384858,3.765628164,Stabilizer,91.46587951,High
2712,Dichloromethane,188.7508683,1.990462166,18.38770972,2.378787238,Fillers,91.3498709,High
2713,Ethyl Acetate,193.0488203,1.033950664,26.44502343,3.925699438,None,86.44085161,Low
2714,Toluene,210.2476894,3.066742964,6.453778014,4.763548876,Stabilizer,88.48987727,High
2715,Ethyl Acetate,195.7502057,4.57859395,18.16289041,8.665162431,Plasticizer,90.85898971,High
2716,Dichloromethane,204.3284551,4.028278009,18.48566286,4.931141334,Stabilizer,86.38783014,Low
2717,Ethyl Acetate,197.78294,3.301321408,26.51755081,8.036974262,Plasticizer,93.52723378,High
2718,Dichloromethane,209.6947975,1.917754235,7.440249956,5.51553825,None,85.27486046,Low
2719,Dichloromethane,189.1332501,2.93846078,11.01113909,8.278946496,Stabilizer,86.02837415,Low
2720,Ethyl Acetate,182.3383195,0.910601786,15.16345785,9.810172803,Stabilizer,86.1610692,Low
2721,Ethyl Acetate,191.9971759,3.555254409,26.64603689,3.918732464,Stabilizer,90.28107126,High
2722,Acetone,198.9723466,3.762932085,28.47208288,8.898732896,Stabilizer,91.20114012,High
2723,Toluene,186.7208021,4.842642303,29.81811549,6.97459269,Stabilizer,89.03740797,High
2724,Dichloromethane,194.1918916,1.671788114,28.97983716,8.538354093,None,87.88666828,High
2725,Acetone,195.9993207,0.583053886,5.148543896,7.212687218,Fillers,93.09317376,High
2726,Ethyl Acetate,182.2956737,2.95523809,6.192708536,5.391596058,None,85.68285984,Low
2727,Toluene,203.3322899,3.68055727,8.690170479,3.824599516,Stabilizer,87.80291861,High
2728,Acetone,215.3737371,4.056833641,13.72155242,2.560281803,Plasticizer,85.39115579,Low
2729,Dichloromethane,186.0697165,1.371825199,25.74795077,6.284146916,Plasticizer,85.13890135,Low
2730,Acetone,203.9123205,1.677887911,27.31640488,9.922608756,Stabilizer,88.53379887,High
2731,Dichloromethane,206.5895682,2.806659164,9.670860157,7.90433444,Fillers,86.94823662,Low
2732,Ethyl Acetate,196.7733872,1.987703645,20.49160379,4.618764331,Stabilizer,87.68365855,High
2733,Toluene,208.0439035,4.37230169,27.93404963,8.617638401,None,93.20947157,High
2734,Toluene,196.4292617,2.631920692,16.5932934,8.151872001,Fillers,86.62980096,Low
2735,Toluene,200.1854915,4.098103898,7.588589299,4.253086347,Fillers,92.80233367,High
2736,Ethyl Acetate,180.2941218,3.112788922,16.44534125,2.114459918,None,91.75050623,High
2737,Dichloromethane,207.6688046,3.978905637,14.39487256,2.945301108,Fillers,88.26445525,High
2738,Ethyl Acetate,206.4537072,1.997028439,19.4414499,9.018449522,Stabilizer,90.46556145,High
2739,Toluene,181.5360351,4.241374799,15.96646711,8.692504282,Stabilizer,89.4443561,High
2740,Ethyl Acetate,194.7300043,1.73557542,5.433648171,4.361672007,Plasticizer,86.28395315,Low
2741,Ethyl Acetate,219.1612736,2.957444636,29.84994334,4.28156341,None,94.07185322,High
2742,Ethyl Acetate,196.8294625,1.463032009,18.58850594,8.342919897,Fillers,90.69617968,High
2743,Dichloromethane,200.0778162,2.639869347,16.84076889,9.501899759,Fillers,93.80240046,High
2744,Acetone,216.3972063,1.931788443,28.86543429,8.233098054,Fillers,93.23826512,High
2745,Acetone,208.690475,1.700165438,8.89650919,6.844629416,Stabilizer,85.79775925,Low
2746,Ethyl Acetate,203.2828052,4.851432581,9.730940064,3.941370803,None,87.07270666,High
2747,Acetone,211.9121873,1.220333475,25.20036873,6.205983313,Stabilizer,86.45261114,Low
2748,Acetone,214.5746507,4.042966269,11.520777,3.868094869,Fillers,93.30779533,High
2749,Ethyl Acetate,198.2755229,4.928742318,24.98067766,8.464091361,Stabilizer,93.62446626,High
2750,Ethyl Acetate,199.0043346,0.589556677,11.78833707,5.095688636,Fillers,90.2797151,High
2751,Toluene,195.4420374,3.645623363,5.829690756,8.669577736,Fillers,86.04178073,Low
2752,Acetone,218.6682456,1.638103125,17.9253681,5.052873744,Stabilizer,86.35616619,Low
2753,Dichloromethane,207.8866502,0.682195209,9.917160853,8.593195242,Fillers,93.13548812,High
2754,Ethyl Acetate,183.3289226,2.313003105,23.94615732,4.666542521,Stabilizer,94.29190137,High
2755,Toluene,214.5183849,4.708480146,21.02999083,5.521061637,Plasticizer,86.99475685,Low
2756,Dichloromethane,199.2223976,0.552942925,28.0900667,6.923907355,Stabilizer,85.11137576,Low
2757,Acetone,182.7501563,3.145485614,24.57470893,2.562300912,Plasticizer,88.30952905,High
2758,Toluene,201.9886902,2.756284154,9.519398871,9.585656495,Plasticizer,85.3049939,Low
2759,Ethyl Acetate,196.6865712,4.43022874,25.00395592,6.588846289,Stabilizer,93.27974916,High
2760,Dichloromethane,215.1099762,0.878007715,21.04342612,6.062560118,None,89.91512257,High
2761,Ethyl Acetate,188.1597841,3.566867134,21.72379104,8.715151769,None,91.41860779,High
2762,Acetone,213.0585844,3.560493643,25.80657215,8.926101839,Stabilizer,89.11484876,High
2763,Dichloromethane,202.3075476,3.510860076,19.34560173,6.178083236,Stabilizer,88.45507547,High
2764,Acetone,182.1844121,4.740505227,16.65008786,9.418098606,Fillers,87.22200413,High
2765,Acetone,218.8738121,4.203893881,20.91602588,2.517902129,Fillers,92.70532547,High
2766,Toluene,200.5046098,0.688877268,12.44893572,2.905806338,Stabilizer,91.95547584,High
2767,Ethyl Acetate,191.6350742,2.619872828,9.564928277,6.77430584,None,88.60728984,High
2768,Dichloromethane,198.7762737,2.290788753,20.41469595,4.832526894,Fillers,88.21116134,High
2769,Acetone,214.3143113,1.895662495,10.84620923,5.71380133,Fillers,85.01242879,Low
2770,Acetone,192.196125,2.531015263,6.997877734,4.624633743,None,85.6355213,Low
2771,Dichloromethane,187.7070559,2.228873832,5.013854615,5.237802492,Stabilizer,91.23255525,High
2772,Acetone,185.1628499,2.445502549,20.20798504,8.581170777,None,90.1460731,High
2773,Toluene,191.9143759,4.906678395,14.05371959,6.747809599,Plasticizer,89.34803204,High
2774,Toluene,211.2019235,0.898848386,23.80777427,9.978756394,Fillers,93.27502241,High
2775,Toluene,198.8650546,4.650038914,14.37940996,8.295033583,Fillers,90.03898204,High
2776,Toluene,189.0992641,2.661065211,17.15008621,4.189330033,Fillers,88.84493581,High
2777,Acetone,186.6474,3.306840105,15.17712432,4.114760942,None,86.61256348,Low
2778,Dichloromethane,193.3091791,4.23582335,21.26436978,4.687186161,None,93.20688008,High
2779,Dichloromethane,217.5969749,2.122083631,13.90347905,8.746075845,Stabilizer,90.7624825,High
2780,Dichloromethane,193.7210685,2.436898586,29.09419125,2.218301205,Fillers,85.92459966,Low
2781,Dichloromethane,219.524963,2.342833161,28.40367466,3.841450231,Plasticizer,91.48898398,High
2782,Ethyl Acetate,199.4092182,2.186289601,26.20069757,9.239347363,Stabilizer,89.25070745,High
2783,Dichloromethane,187.1665567,4.664881947,28.00750676,7.119171489,None,93.11386224,High
2784,Ethyl Acetate,215.6456037,4.23018451,16.22849221,3.814776764,Plasticizer,94.18914597,High
2785,Ethyl Acetate,198.4142149,0.990499954,18.41075992,3.753159746,Stabilizer,91.00465813,High
2786,Toluene,208.3868537,0.986555086,23.55231481,8.900944814,None,92.31612819,High
2787,Ethyl Acetate,219.3484633,2.425412817,22.40364812,9.150060066,Plasticizer,85.56590848,Low
2788,Acetone,182.007014,0.943958195,27.26696489,4.049048728,Stabilizer,90.60255455,High
2789,Ethyl Acetate,183.8677824,3.285918929,22.90827568,5.364082865,Plasticizer,92.55339978,High
2790,Toluene,208.8182697,1.146612233,29.94711771,8.676765909,None,89.96762149,High
2791,Ethyl Acetate,191.2730001,2.850679688,13.712645,8.168059509,Stabilizer,90.9355009,High
2792,Acetone,187.3720559,0.532489762,25.82494356,8.511328853,None,93.98948186,High
2793,Acetone,181.5744752,1.924683568,22.44087057,6.147185526,Fillers,86.98099572,Low
2794,Acetone,180.8738685,3.547358257,22.28466113,9.292392386,Fillers,85.98246508,Low
2795,Toluene,210.9794241,2.678175231,13.14588987,4.607612352,Plasticizer,91.90643613,High
2796,Toluene,185.3773371,4.902212687,24.64004481,3.253377075,Fillers,93.22848906,High
2797,Dichloromethane,198.7088246,4.433467082,27.50940056,7.669858661,None,93.50490189,High
2798,Toluene,204.2358726,2.115818506,10.46371154,6.314835328,Plasticizer,91.41644497,High
2799,Acetone,197.134072,0.704689437,20.63742093,8.83668615,Stabilizer,93.33213418,High
2800,Acetone,181.0842661,4.305318351,14.80337073,2.649273993,None,92.00664206,High
